timestamp,datetime,open,high,low,close,volume
1749366000,2025-06-08 07:00:00,2515.16,2515.28,2514.43,2514.43,393248.9769775779
1749362400,2025-06-08 06:00:00,2512.42,2515.99,2511.98,2515.16,526887.9157302753
1749358800,2025-06-08 05:00:00,2516.88,2517.4,2512.42,2512.42,726173.6467687123
1749355200,2025-06-08 04:00:00,2512.99,2517.0,2511.39,2516.88,773987.8538639914
1749351600,2025-06-08 03:00:00,2514.98,2514.98,2511.96,2512.99,532565.5963222188
1749348000,2025-06-08 02:00:00,2518.02,2518.96,2514.98,2514.98,481175.50819402566
1749344400,2025-06-08 01:00:00,2521.06,2521.06,2514.73,2518.02,1224839.179562194
1749340800,2025-06-08 00:00:00,2525.86,2525.86,2520.9,2521.06,1072830.8153930015
1749337200,2025-06-07 23:00:00,2540.63,2540.63,2525.85,2525.86,1042686.0256650117
1749333600,2025-06-07 22:00:00,2522.73,2540.71,2522.05,2540.63,3591275.432648211
1749330000,2025-06-07 21:00:00,2522.55,2522.73,2521.5,2522.73,497214.3899296699
1749326400,2025-06-07 20:00:00,2519.68,2523.56,2519.29,2522.55,1492398.0984532938
1749322800,2025-06-07 19:00:00,2516.0,2521.83,2516.0,2519.68,981712.0293424756
1749319200,2025-06-07 18:00:00,2512.14,2519.66,2511.43,2516.0,1525530.3151795943
1749315600,2025-06-07 17:00:00,2514.84,2514.84,2512.14,2512.14,965081.281406731
1749312000,2025-06-07 16:00:00,2519.37,2522.82,2514.84,2514.84,2140577.0785748507
1749308400,2025-06-07 15:00:00,2516.12,2520.12,2516.12,2519.37,1892732.9418790604
1749304800,2025-06-07 14:00:00,2510.58,2516.23,2510.37,2516.12,1474323.265591957
1749301200,2025-06-07 13:00:00,2501.15,2510.58,2498.28,2510.58,1947923.441967041
1749297600,2025-06-07 12:00:00,2498.14,2501.2,2496.21,2501.15,1166791.6136841495
1749294000,2025-06-07 11:00:00,2493.85,2499.38,2493.85,2498.14,800172.2892651089
1749290400,2025-06-07 10:00:00,2487.28,2494.33,2487.28,2493.85,1250075.5561472033
1749286800,2025-06-07 09:00:00,2487.76,2489.05,2486.32,2487.28,447952.0557579264
1749283200,2025-06-07 08:00:00,2492.69,2492.69,2487.76,2487.76,653507.2872274829
1749279600,2025-06-07 07:00:00,2493.57,2494.86,2492.69,2492.69,1816675.9462017468
1749276000,2025-06-07 06:00:00,2492.94,2493.91,2488.22,2493.57,1493715.8024919622
1749272400,2025-06-07 05:00:00,2489.14,2492.94,2488.91,2492.94,910722.9968507534
1749268800,2025-06-07 04:00:00,2491.48,2491.48,2485.63,2489.14,1315984.7737526137
1749265200,2025-06-07 03:00:00,2475.96,2491.49,2475.96,2491.48,1945785.537953126
1749261600,2025-06-07 02:00:00,2472.86,2475.96,2471.93,2475.96,901727.3560463728
1749258000,2025-06-07 01:00:00,2475.62,2478.82,2472.37,2472.86,1693548.4182580484
1749254400,2025-06-07 00:00:00,2480.76,2480.76,2469.36,2475.62,2429419.364616452
1749250800,2025-06-06 23:00:00,2484.77,2484.77,2477.34,2480.76,1116926.5327719562
1749247200,2025-06-06 22:00:00,2495.97,2495.97,2484.52,2484.77,1484292.435718462
1749243600,2025-06-06 21:00:00,2500.13,2500.9,2493.26,2495.97,1425218.0883756613
1749240000,2025-06-06 20:00:00,2490.62,2500.13,2488.18,2500.13,1859524.8361751807
1749236400,2025-06-06 19:00:00,2495.32,2497.8,2490.62,2490.62,2274948.076583563
1749232800,2025-06-06 18:00:00,2492.73,2497.61,2492.73,2495.32,2123289.5523309633
1749229200,2025-06-06 17:00:00,2503.77,2503.77,2491.08,2492.73,6415660.256081146
1749225600,2025-06-06 16:00:00,2508.54,2512.16,2503.77,2503.77,3079224.528139845
1749222000,2025-06-06 15:00:00,2515.57,2519.88,2508.15,2508.54,4958732.600444245
1749218400,2025-06-06 14:00:00,2503.35,2515.57,2500.64,2515.57,5032515.298068991
1749214800,2025-06-06 13:00:00,2478.7,2503.35,2477.92,2503.35,5762836.6489149425
1749211200,2025-06-06 12:00:00,2479.66,2482.86,2478.13,2478.7,4578677.375712286
1749207600,2025-06-06 11:00:00,2482.79,2487.84,2479.66,2479.66,2136250.6398169138
1749204000,2025-06-06 10:00:00,2472.06,2482.84,2471.44,2482.79,2613444.854051252
1749200400,2025-06-06 09:00:00,2462.56,2473.06,2462.44,2472.06,2041116.8379508164
1749196800,2025-06-06 08:00:00,2455.94,2462.81,2455.79,2462.56,1328041.602338343
1749193200,2025-06-06 07:00:00,2461.12,2462.82,2455.9,2455.94,1216034.2685869036
1749189600,2025-06-06 06:00:00,2458.29,2461.77,2458.29,2461.12,2472019.404474089
1749186000,2025-06-06 05:00:00,2456.86,2460.92,2454.06,2458.29,1842530.6859352773
1749182400,2025-06-06 04:00:00,2450.09,2456.86,2450.09,2456.86,2628595.448846136
1749178800,2025-06-06 03:00:00,2421.02,2450.09,2421.02,2450.09,2152526.9405324063
1749175200,2025-06-06 02:00:00,2423.02,2423.5,2413.41,2421.02,4434196.397976587
1749171600,2025-06-06 01:00:00,2423.31,2425.54,2423.0,2423.02,3305403.4469801793
1749168000,2025-06-06 00:00:00,2420.18,2423.31,2408.53,2423.31,6041361.99072793
1749164400,2025-06-05 23:00:00,2429.25,2431.7,2420.18,2420.18,4553656.6389312865
1749160800,2025-06-05 22:00:00,2432.49,2433.26,2421.01,2429.25,4405732.853171449
1749157200,2025-06-05 21:00:00,2430.61,2432.49,2415.06,2432.49,12539702.40745685
1749153600,2025-06-05 20:00:00,2542.52,2542.52,2427.52,2430.61,26282692.47348675
1749150000,2025-06-05 19:00:00,2578.36,2578.36,2542.28,2542.52,28514238.154130843
1749146400,2025-06-05 18:00:00,2569.15,2578.36,2566.74,2578.36,4900809.2555817375
1749142800,2025-06-05 17:00:00,2563.59,2572.02,2562.94,2569.15,4199197.498342732
1749139200,2025-06-05 16:00:00,2595.46,2595.46,2563.59,2563.59,6412073.465639953
1749135600,2025-06-05 15:00:00,2593.14,2596.61,2587.69,2595.46,3529037.0461516376
1749132000,2025-06-05 14:00:00,2606.62,2606.62,2579.59,2593.14,14143276.846330747
1749128400,2025-06-05 13:00:00,2633.27,2634.81,2606.62,2606.62,6650549.930188714
1749124800,2025-06-05 12:00:00,2607.86,2633.36,2607.66,2633.27,4858340.943063264
1749121200,2025-06-05 11:00:00,2594.3,2607.86,2594.3,2607.86,1994479.212244475
1749117600,2025-06-05 10:00:00,2607.94,2611.21,2594.3,2594.3,3118209.597962549
1749114000,2025-06-05 09:00:00,2606.44,2608.31,2606.44,2607.94,1386238.405996861
1749110400,2025-06-05 08:00:00,2606.76,2607.98,2605.68,2606.44,1299102.7994612749
1749106800,2025-06-05 07:00:00,2609.54,2612.04,2606.76,2606.76,1136446.6301865664
1749103200,2025-06-05 06:00:00,2614.85,2615.47,2609.54,2609.54,2167375.4278247277
1749099600,2025-06-05 05:00:00,2631.9,2632.3,2614.83,2614.85,1850496.0925345938
1749096000,2025-06-05 04:00:00,2627.3,2631.97,2626.93,2631.9,1308216.305633357
1749092400,2025-06-05 03:00:00,2621.89,2627.47,2620.84,2627.3,1398709.8975502974
1749088800,2025-06-05 02:00:00,2608.03,2621.89,2608.02,2621.89,2813272.3157261177
1749085200,2025-06-05 01:00:00,2611.1,2614.12,2607.75,2608.03,987911.960472338
1749081600,2025-06-05 00:00:00,2610.2,2611.65,2608.44,2611.1,2845478.664906814
1749078000,2025-06-04 23:00:00,2609.24,2610.61,2607.18,2610.2,2238593.578311773
1749074400,2025-06-04 22:00:00,2618.47,2619.33,2609.21,2609.24,1887370.6197062084
1749070800,2025-06-04 21:00:00,2608.71,2618.47,2606.04,2618.47,2252302.062308382
1749067200,2025-06-04 20:00:00,2629.46,2629.46,2608.71,2608.71,3393109.808463592
1749063600,2025-06-04 19:00:00,2636.35,2636.35,2628.1,2629.46,1976882.1605260507
1749060000,2025-06-04 18:00:00,2637.26,2638.56,2636.35,2636.35,1963176.743797537
1749056400,2025-06-04 17:00:00,2657.0,2657.83,2637.26,2637.26,3118973.7530666916
1749052800,2025-06-04 16:00:00,2666.33,2667.21,2655.85,2657.0,3644719.2378501175
1749049200,2025-06-04 15:00:00,2621.21,2666.33,2621.21,2666.33,7653586.347507607
1749045600,2025-06-04 14:00:00,2620.01,2621.21,2608.94,2621.21,6014848.468484088
1749042000,2025-06-04 13:00:00,2623.64,2623.64,2617.29,2620.01,3899045.6443721033
1749038400,2025-06-04 12:00:00,2630.87,2633.37,2623.64,2623.64,3442377.596637914
1749034800,2025-06-04 11:00:00,2638.73,2638.97,2630.73,2630.87,2213601.4094650154
1749031200,2025-06-04 10:00:00,2641.14,2645.75,2638.73,2638.73,3797092.5934002507
1749027600,2025-06-04 09:00:00,2641.27,2641.49,2636.33,2641.14,4829456.385075431
1749024000,2025-06-04 08:00:00,2627.76,2642.56,2627.76,2641.27,1909801.7293410846
1749020400,2025-06-04 07:00:00,2630.57,2631.98,2627.42,2627.76,1250497.106484057
1749016800,2025-06-04 06:00:00,2626.81,2630.57,2625.56,2630.57,1821856.7505309687
1749013200,2025-06-04 05:00:00,2630.74,2637.33,2625.98,2626.81,2797413.1791575886
1749009600,2025-06-04 04:00:00,2631.18,2631.91,2628.18,2630.74,2250273.340815533
1749006000,2025-06-04 03:00:00,2614.52,2636.51,2614.37,2631.18,3889337.8730866844
1749002400,2025-06-04 02:00:00,2613.86,2617.82,2613.61,2614.52,1284520.9011687646
1748998800,2025-06-04 01:00:00,2594.26,2613.91,2594.26,2613.86,2771784.9065145566
1748995200,2025-06-04 00:00:00,2594.8,2598.52,2592.73,2594.26,3738137.915517641
1748991600,2025-06-03 23:00:00,2608.27,2608.27,2594.8,2594.8,3281077.015684157
1748988000,2025-06-03 22:00:00,2601.91,2608.29,2597.3,2608.27,2935422.390310922
1748984400,2025-06-03 21:00:00,2614.43,2615.03,2601.91,2601.91,6631823.16863193
1748980800,2025-06-03 20:00:00,2622.18,2622.5,2610.73,2614.43,10760828.094816059
1748977200,2025-06-03 19:00:00,2617.78,2625.79,2617.78,2622.18,4078270.38797865
1748973600,2025-06-03 18:00:00,2620.83,2620.86,2613.79,2617.78,2289116.06223199
1748970000,2025-06-03 17:00:00,2612.44,2623.49,2612.3,2620.83,3047022.5053017507
1748966400,2025-06-03 16:00:00,2630.61,2630.61,2612.44,2612.44,3759607.345409694
1748962800,2025-06-03 15:00:00,2640.71,2643.86,2630.61,2630.61,4960412.684348303
1748959200,2025-06-03 14:00:00,2624.67,2640.71,2623.07,2640.71,7975888.630960018
1748955600,2025-06-03 13:00:00,2610.55,2624.67,2610.55,2624.67,7649853.041956106
1748952000,2025-06-03 12:00:00,2607.82,2610.55,2604.81,2610.55,3490375.5099515924
1748948400,2025-06-03 11:00:00,2614.96,2615.03,2607.82,2607.82,1332676.1825951168
1748944800,2025-06-03 10:00:00,2613.86,2617.75,2613.85,2614.96,1541490.5030124136
1748941200,2025-06-03 09:00:00,2606.0,2613.87,2605.26,2613.86,1533283.6809013323
1748937600,2025-06-03 08:00:00,2613.0,2613.0,2604.17,2606.0,2537583.7396726925
1748934000,2025-06-03 07:00:00,2613.78,2617.76,2613.0,2613.0,2845898.36936585
1748930400,2025-06-03 06:00:00,2609.56,2613.78,2609.4,2613.78,1689874.5353643121
1748926800,2025-06-03 05:00:00,2593.9,2609.56,2593.68,2609.56,1942697.1215999564
1748923200,2025-06-03 04:00:00,2602.57,2603.93,2593.9,2593.9,1672710.488472894
1748919600,2025-06-03 03:00:00,2624.33,2624.33,2598.79,2602.57,3778163.068679329
1748916000,2025-06-03 02:00:00,2643.38,2645.29,2623.42,2624.33,3994821.464395642
1748912400,2025-06-03 01:00:00,2621.95,2643.38,2621.95,2643.38,4104437.0381270964
1748908800,2025-06-03 00:00:00,2610.48,2621.95,2609.2,2621.95,4610811.354084425
1748905200,2025-06-02 23:00:00,2581.84,2610.48,2581.84,2610.48,6966131.538404963
1748901600,2025-06-02 22:00:00,2554.87,2581.84,2554.86,2581.84,6093249.531469534
1748898000,2025-06-02 21:00:00,2541.11,2554.87,2540.24,2554.87,2788383.784329923
1748894400,2025-06-02 20:00:00,2533.47,2542.9,2533.26,2541.11,1742152.7314479542
1748890800,2025-06-02 19:00:00,2546.43,2546.46,2533.25,2533.47,3342146.3313229857
1748887200,2025-06-02 18:00:00,2547.45,2555.75,2546.43,2546.43,3754692.6396214613
1748883600,2025-06-02 17:00:00,2542.82,2547.45,2542.77,2547.45,4224845.214844665
1748880000,2025-06-02 16:00:00,2542.04,2543.2,2537.74,2542.82,3627313.5520049324
